	indicator	erytrocyty	smoker	weight	trombocyty	alp	hbver	etytr	relationship	ssn	leukocyty	ast	hematokrit	er-cv	hemoglobin	name	alt
3936	0.00000	8.49649	no	87.65806	9.27614	84.79639	6.76070	6.21725	single	196-57-0180	6.82056	43.15736	7.36169	67.16617	6.15215	Ray Walker	2.11295
3937	0.00000	9.50130	no	103.13524	8.22926	68.95884	6.11748	6.31353	single	611-22-6750	8.32950	60.87639	7.58645	75.83769	5.14072	Debra Oneill	5.23242
3938	1.00000	9.93342	Y	89.96305	7.15415	83.96413	8.82572	5.80352	single	426-93-0289	4.93575	19.88924	6.28580	62.20661	5.75918	Marcus Jones	7.58801
3939	0.00000	7.73034	no	50.88088	7.18766	88.45945	4.36010	4.29501	married	308-30-1618	7.28104	56.10190	6.39714	17.94234	5.94759	Destiny Kim	1.38846
3940	1.00000	5.70975	no	64.23296	8.58567	12.00655	5.80835	5.96814	widowed	198-26-9405	7.11170	76.22926	4.98231	48.71283	9.27591	Scott Ochoa	0.54052
3941	0.00000	8.77507	Y	130.42242	6.71552	31.71430	7.47268	3.55166	single	653-27-6686	6.95842	82.17237	5.76478	68.71313	4.25393	Melissa Johnson	2.67067
3942	1.00000	8.26749	no	51.78468	6.41923	13.84148	5.63594	7.16808	single	825-36-6036	5.13016	54.63177	6.52074	38.64670	9.25105	Jose Yoder	1.76417
3943	0.00000	6.87823	N	67.42904	7.01973	29.68921	8.41549	9.19697	nop	076-56-8490	7.97962	62.45529	6.11079	35.55732	4.12664	Phillip Buchanan	0.99853
3944	1.00000	6.04665	no	91.65760	6.55533	42.93644	5.57399	8.29276	divoced	090-55-2541	5.98379	41.83816	5.89014	32.97060	8.11827	Ann Hanson	0.25092
3945	1.00000	4.10475	yes	85.84965	7.94030	77.33306	5.69723	5.23919	married	640-03-1529	5.52555	68.77125	6.79363	27.89798	6.94951	Tammy Phillips	0.63719
3946	1.00000	8.92696	no	101.26513	6.59409	85.83664	8.46913	6.29808	married	286-71-9009	6.52307	43.95193	6.52050	45.11030	6.40274	Isaac Sawyer	3.19179
3947	0.00000	8.22081	no	95.85265	9.12593	70.03403	6.94777	6.78055	widowed	628-78-6612	7.03938	48.79426	9.56932	65.15886	5.27194	Andrea Evans	1.99212
3948	1.00000	6.04744	Y	107.76470	9.02637	16.23403	5.75623	6.35517	divoced	554-10-9701	7.36985	47.35545	6.68378	45.52700	8.87650	John West	0.58229
3949	1.00000	5.61494	no	48.32682	6.40295	57.93206	5.69911	4.98878	married	211-62-7923	6.94780	47.60950	6.59255	56.74261	7.54553	Donna Carrillo	0.95420
3950	0.00000	8.11666	no	80.11675	8.22273	87.89244	3.86716	4.12750	widowed	869-25-2802	7.72714	64.73675	7.09388	60.56301	6.30986	Rebecca Moses	1.53180
3951	1.00000	5.23891	yes	119.27949	7.90374	45.24036	5.77885	5.35042	divoced	081-98-3806	6.24294	35.74564	7.35973	48.78963	7.87305	Molly Thompson	0.76023
3952	1.00000	6.79013	Y	116.98658	6.35885	84.51446	8.39629	6.18263	divoced	716-17-6021	8.93522	30.04700	8.62456	50.65041	6.46660	Leslie Fleming	0.98390
3953	1.00000	9.67793	yes	134.67870	6.41215	67.42340	8.26435	5.03335	single	130-61-1352	6.93993	67.27528	5.24206	82.46416	5.09905	Edward Fuller	5.88586
3954	0.00000	7.70924	N	28.90964	8.50981	89.98055	6.01458	5.48438	married	405-45-7767	8.20631	46.48551	7.24051	49.33742	6.59904	Andrew Lopez	1.28952
3955	1.00000	6.96477	no	105.26895	8.37702	22.29230	6.04212	6.67246	widowed	386-95-6330	6.36626	59.23993	7.11455	58.07971	10.20496	Karen Rodriguez	0.65670
3956	0.00000	7.61921	Y	44.62526	7.80991	86.11061	6.55798	9.98690	widowed	738-88-3213	8.06500	57.68692	7.38335	58.59893	6.61164	David Sanders	1.22940
3957	0.00000	7.57797	N	107.30368	8.53209	70.47640	8.07604	9.10516	nop	701-34-2602	7.27853	23.35426	5.82742	42.24363	5.41859	Jennifer Smith	1.31763
3958	1.00000	7.94794	no	64.54751	5.93706	57.37812	6.91465	5.37983	married	358-61-4175	7.93456	48.11404	6.03252	60.38937	4.88296	Brandy Reyes	1.64137
3959	0.00000	9.81338	yes	41.94021	6.22397	48.82150	8.01953	6.59351	separated	191-53-7085	9.17425	58.90442	7.86182	44.81430	7.79555	Carlos Murray	6.60109
3960	1.00000	5.10961	no	71.65399	6.17128	80.42459	5.62757	5.48289	single	590-55-8167	6.99867	31.69422	7.00882	59.50717	6.94122	Jonathan Conley	0.75749
3961	1.00000	4.92419	no	83.65413	7.63204	34.72325	5.77789	5.60248	married	876-95-1647	6.66057	67.55513	7.57460	52.61839	8.43061	Cheryl Murray	0.36265
3962	0.00000	10.83996	Y	55.69818	7.70690	21.11544	7.37295	8.80586	divoced	623-94-0347	6.07430	57.98690	6.86613	60.09864	3.59989	Michael Campbell	17.54683
3963	1.00000	10.77322	no	20.65116	6.69139	19.53818	7.83627	4.60823	divoced	386-01-0510	6.53662	42.88207	8.16563	74.34512	4.17060	Michael Logan	16.60419
3964	1.00000	3.80683	no	90.52625	6.02519	61.07730	5.96796	7.36798	single	386-41-0144	7.58278	47.00439	6.22420	74.13681	7.49257	Sharon Lyons	0.67781
3965	1.00000	5.32861	no	70.85005	5.83369	44.16169	5.77558	6.19838	divoced	866-22-3168	6.46498	27.92754	8.08183	69.19679	7.88544	James Shaw	0.63882
3966	1.00000	6.40142	yes	26.83672	7.44785	20.29384	5.82400	6.27864	married	046-45-8116	7.93213	42.70409	5.43627	61.09338	8.97235	Marc Page	0.70039
3967	0.00000	7.74839	yes	107.86957	6.04258	86.94400	4.79909	4.66665	separated	188-65-3421	5.86551	52.08186	6.39729	43.70611	6.42457	Kathryn Gallagher	1.11002
3968	0.00000	8.44701	yes	22.76772	5.36165	81.70968	8.45376	7.43817	nop	669-02-3945	6.36807	54.49449	6.43155	27.09246	5.66605	Sharon Smith	2.24417
3969	1.00000	7.77238	yes	67.36806	9.72901	89.44524	8.63400	4.99303	married	528-59-2837	7.51590	61.37182	7.08920	43.95949	5.87827	Raymond Medina	1.20309
3970	1.00000	8.92983	Y	66.76025	5.72593	82.33801	8.96156	7.53963	widowed	888-50-4488	6.32940	48.77857	8.45806	70.85160	6.88004	Mindy Price	3.00497
3971	1.00000	6.36891	Y	79.28235	6.83828	28.87385	5.69273	6.61828	nop	893-77-5594	5.90399	49.84313	7.40921	48.95635	8.25606	Erica Moyer	0.54599
3972	0.00000	8.30427	no	69.50219	6.33663	86.88133	7.42155	6.76205	married	603-18-6125	7.81698	36.61384	6.68867	36.33914	5.73127	Karen Carter	1.75440
3973	1.00000	7.86397	no	42.41075	7.99370	14.40742	5.40399	2.86492	nop	521-68-7480	8.48535	66.08979	6.36629	88.74239	2.86870	Victoria Beck	1.44678
3974	1.00000	7.98487	no	55.55843	8.20755	10.60197	5.61755	6.28713	single	785-03-0155	6.69611	50.27678	7.12578	52.22712	9.12606	Ashley Rhodes	1.61035
3975	1.00000	7.32693	no	81.48594	6.33859	66.14166	7.14499	5.93341	married	540-57-1546	7.54993	57.14442	6.19951	75.08056	5.28779	Justin Lin	0.80514
3976	1.00000	4.87969	yes	59.38184	7.39261	35.48985	5.70318	4.54339	divoced	794-47-6275	6.20220	60.93489	7.21808	65.11197	8.04755	Robert Mays	0.51849
3977	1.00000	2.70465	no	111.61016	6.41062	56.24514	5.90951	7.55279	married	791-94-1310	6.98244	64.68015	7.88626	19.00835	7.55892	Jamie Howard	0.70311
3978	1.00000	9.85463	no	30.23382	8.05684	86.48990	9.37020	6.38214	single	326-31-2170	5.81201	57.52709	7.50004	55.64226	6.08864	Jill Ross	6.57695
3979	1.00000	5.17308	Y	92.81519	5.81050	50.54847	5.72700	6.82534	divoced	441-20-5779	6.01706	32.20219	7.41775	43.65472	7.74860	Jessica Guerrero	0.73242
3980	1.00000	5.55162	no	64.22546	8.09449	41.25255	5.68513	7.00343	divoced	339-52-2480	8.37229	70.17935	7.38445	39.88073	8.01154	Kyle Robinson	0.16570
3981	0.00000	8.47878	yes	94.87286	6.54564	89.30075	7.77395	8.27815	divoced	738-88-3213	6.40309	42.85051	7.18238	31.50913	6.39871	David Sanders	2.11394
3982	1.00000	8.47927	no	44.74641	8.58244	8.27018	6.77351	3.25742	married	594-86-4010	7.18685	46.77555	6.63501	22.08401	3.55318	Michelle Garcia	2.17182
3983	1.00000	6.24295	Y	118.98985	6.87085	17.02443	5.82861	7.47799	divoced	129-82-9717	5.15955	61.58761	8.11160	43.39104	8.83020	Douglas Malone	0.91511
3984	0.00000	7.55244	no	40.07321	7.06918	75.15131	5.12910	4.25030	divoced	597-76-6938	6.11745	60.40015	6.75600	34.06719	7.22360	James Johnson MD	1.20078
3985	1.00000	7.38485	no	89.28468	7.09484	51.97971	9.42075	7.71030	divoced	205-27-5040	8.13943	54.06964	5.48012	24.48917	7.78009	Christopher Martinez	1.01089
3986	1.00000	7.17195	no	73.16025	5.77316	38.32560	10.16832	6.86301	separated	847-98-8220	6.56785	51.86885	6.47299	46.99721	7.93835	Dr. Michael Lopez	1.03118
3987	0.00000	8.40431	no	96.71930	8.24189	86.82655	7.47759	7.05556	divoced	557-93-3693	6.30221	50.28231	7.26829	54.06055	6.40167	Ronald Mitchell	1.85238
3988	1.00000	6.22057	no	120.11140	7.12932	84.63198	7.93065	5.74218	divoced	205-66-2227	5.97522	44.73095	7.71726	44.75642	6.34811	Michael Roberts	0.74362
3989	1.00000	9.33884	yes	69.78391	6.18980	80.00873	9.32862	8.06476	single	683-94-5998	7.33480	45.92612	6.61174	53.39540	7.20810	Alexis Flores	4.29636
3990	1.00000	4.35327	no	73.13224	7.49785	63.97935	6.02174	5.98699	single	115-05-6531	7.66983	68.03255	7.13560	50.62390	7.64378	Jasmine Miller	0.79144
3991	1.00000	10.06082	no	83.13932	5.86576	32.11627	7.80009	4.08411	married	466-46-5442	6.57212	47.64228	7.41233	85.63819	4.23145	Ruth Rivas	8.28187
3992	1.00000	6.49639	Y	121.28236	6.26155	49.90546	5.60998	3.45857	widowed	198-72-4792	7.19630	42.37777	6.75730	68.40526	7.73190	Carol Haley	0.84142
3993	0.00000	8.11873	Y	114.78472	7.62028	47.74191	8.50685	6.63548	married	673-82-8212	5.41123	43.37810	7.52706	39.39589	4.85554	Angela Thomas	1.78525
3994	1.00000	4.74153	no	69.64183	7.30952	83.61806	5.83456	5.54277	married	697-21-1660	6.88844	39.92161	8.81078	73.14393	6.99515	Holly Aguilar	0.23170
3995	0.00000	9.00687	Y	40.98959	7.47752	43.50359	6.61041	5.03044	single	470-89-0223	5.79273	65.09291	5.99717	54.35006	7.99890	Kelsey Rodriguez	3.25893
3996	1.00000	4.66018	N	-10.25915	5.34949	81.19783	5.78480	3.98419	divoced	299-56-3915	6.75608	54.94217	7.08649	38.12776	6.64218	Patrick Lee	0.54945
3997	0.00000	9.63864	yes	99.52534	7.64070	79.34127	8.53434	4.43797	divoced	627-87-9135	6.53650	48.51124	8.26041	74.74874	6.16910	Richard Kirby	5.60758
3998	1.00000	6.81988	no	52.40160	8.04314	82.66066	8.12223	4.77810	nop	062-75-8564	6.66650	74.14070	6.47977	50.57294	5.94316	John Ramos	0.81965
3999	1.00000	8.23004	Y	48.84226	6.74518	81.35156	8.26575	5.33265	widowed	418-29-5779	6.42041	48.44262	6.40833	54.77472	5.48542	Angela Cole	1.80413
4000	1.00000	8.35217	no	114.51036	6.82347	74.54387	9.33526	7.62400	divoced	076-68-1519	6.36345	46.29232	6.82338	33.68143	7.34490	Natalie Rose	1.86886
4001	0.00000	7.61192	Y	57.57114	6.23805	50.47475	8.56051	7.86351	single	297-52-9011	6.40240	71.90763	7.32223	41.56692	4.70017	Linda Ramirez	1.17174
4002	1.00000	5.00348	no	-18.44039	7.29845	71.55473	5.94811	5.96759	married	875-29-1617	6.60152	58.39005	6.00468	30.66626	7.19093	Ann Carlson	0.41532
4003	1.00000	6.51982	no	32.81767	5.77210	13.00636	5.62483	5.22910	divoced	235-94-5734	5.50166	52.15131	7.72097	40.73216	8.78063	Stephanie Jones	0.93767
4004	0.00000	8.27132	no	7.59410	6.94490	86.16596	3.32202	4.46120	separated	253-03-5355	7.93008	71.50043	6.67471	65.10168	6.17973	Katrina Flores	1.95930
4005	1.00000	4.09654	no	81.10414	6.21222	42.82444	5.88571	6.87048	divoced	571-01-7987	7.32926	39.46715	8.62273	57.47676	8.21461	Christopher Glover	0.53491
4006	1.00000	6.10171	no	52.37202	6.95394	46.53368	5.67966	5.61588	married	537-77-0488	6.52137	49.70479	6.32017	49.51566	8.15112	Nicholas Montoya	0.48412
4007	0.00000	7.89292	no	26.20828	7.63952	58.01330	8.15380	7.52235	married	587-88-3865	5.73383	74.18224	7.15779	71.50464	4.85285	Mary Escobar	1.59136
4008	1.00000	9.44910	yes	99.56460	5.89752	32.66214	7.08640	4.46315	single	818-86-7562	8.35974	63.55499	6.44643	38.51198	4.13540	Jessica Ortiz	4.48022
4009	1.00000	8.40396	yes	41.32573	7.03304	72.32156	7.31439	6.14246	divoced	281-84-1434	8.40077	45.51687	8.64470	36.34631	5.44356	Diane Hardy	2.24565
4010	1.00000	6.09704	no	-4.90736	6.93325	83.69741	7.97073	4.80134	divoced	812-15-1222	7.29166	37.20360	6.37344	31.53547	5.95778	Christina Flores	0.94018
4011	1.00000	3.38252	yes	31.13919	6.99062	83.04807	5.84608	4.06799	divoced	825-56-2842	6.50580	51.87751	6.85868	65.90936	6.55424	Amanda Lewis DDS	0.46599
4012	1.00000	6.43737	no	23.46624	6.24695	39.74422	5.72480	4.98655	married	264-83-9649	5.53115	27.50861	7.96162	35.41811	8.04463	Christopher Lopez	0.77731
4013	1.00000	5.26684	no	56.13027	7.34615	32.60357	5.66582	6.45386	married	032-66-2609	6.79106	35.25305	5.20266	51.13852	8.22793	Alexander Willis	0.75758
4014	1.00000	8.39575	no	68.31126	7.17312	89.20387	7.68749	6.74339	widowed	898-45-0026		38.00291	5.60017	35.35136	5.87662	Patrick Garrett	1.99421
4015	1.00000	6.43503	no	43.24279	6.94669	23.41185	5.73065	6.35444	single	531-18-8523	7.30799	79.66292	7.37973	55.21274	8.56536	Michael Hall MD	0.82247
4016	0.00000	8.63723	no	113.50499	6.85993	77.42184	9.06009	6.91448	widowed	779-24-5539	6.52943	55.63494	5.21972	45.30810	5.42366	Matthew Johnson	2.47965
4017	0.00000	7.86984	no	66.25865	6.86200	31.73006	5.41589	4.59996	separated	564-58-5219	5.78245	70.98564	5.55482	52.97616	8.28090	Tyler Oliver	1.47384
4018	0.00000	8.21652	N	77.19963	6.91736	83.51010	7.12760	7.40916	nop	237-65-1855	4.82886	46.79616	5.61834	83.62699	5.71192	Bobby Richards	1.45883
4019	1.00000	7.62790	no	66.55831	9.20391	83.27826	8.56985	5.69618	separated	878-34-4180	7.12377	53.34267	7.55915	83.58935	6.27043	Sarah Holland	1.23298
4020	1.00000	4.65755	yes	21.67724	6.61600	50.39672	5.85814	5.94748	divoced	267-17-7662	6.37394	47.75397	6.59564	26.44850	7.92268	Todd Anderson	0.47485
4021	0.00000	8.64019	no	16.42303	5.96592	83.70733	7.54736	7.56837	married	457-95-6681	6.69366	32.67728	6.94220	48.40237	6.72057	Diana Rodriguez	2.43497
4022	1.00000	5.11254	no	128.79400	6.37740	82.73393	5.55912	2.93753	nop	608-06-2144	6.10146	38.56760	7.40251	34.67501	6.67446	Jeremy Walls	0.66308
4023	0.00000	6.24601	no	49.05243	5.63017	15.27991	6.73262	9.25359	widowed	318-65-7738	7.44941	52.43052	6.67465	67.09381	3.72461	Nathan Bautista	0.67579
4024	1.00000	7.26796	yes	5.22636	7.22703	52.71146	7.10343	4.84841	married	003-02-3112	6.58832	59.78862	7.71204	25.81949	4.85159	Brett Richards	0.76016
4025	1.00000	4.93923	no	128.16860	7.23388	31.12438	6.06412	7.74905	single	786-99-9971	7.33283	49.56405	7.27355	56.43876	8.39990	Holly Booth	0.50252
4026	0.00000	7.51381	N	42.53332	7.34961	53.80769	8.51936	8.34628	single	516-50-3906	6.83684	36.91007	7.35368	55.17315	4.59836	Haley Lewis	0.97717
4027	0.00000	9.43976	no	42.44152	8.05366	61.46678	8.16632	7.87661	single	549-38-3034	4.69593	71.18968	7.41138	68.12466	7.58198	Kathryn Green	4.78258
4028	1.00000	7.78566	no	89.82031	7.32208	92.60278	8.64290	6.27885	single	802-49-8914	8.11956	60.80248	7.99315	46.51308	6.40449	Victoria Smith DDS	1.16588
4029	0.00000	8.90701	yes	18.30686	7.02727	85.57740	8.64517	7.17778	separated	592-53-5716	8.01631	58.68752	7.74186	41.48137	6.24331	Denise Ward	2.72973
4030	1.00000	2.70465	no	111.61016	6.41062	56.24514	5.90951	7.55279	married	791-94-1310	6.98244	64.68015	7.88626	19.00835	7.55892	Jamie Howard	0.70311
4031	1.00000	6.43254	no	122.45073	5.82318	83.84128	8.10421	5.92247	nop	531-06-2319	5.86519	40.26843	7.19567	45.81773	6.39346	Brittney Harris	1.15225
4032	0.00000	7.71398	no	15.04809	6.19980	79.60375	6.37636	7.41525	single	846-02-3291	5.83293	29.11834	7.29026	12.86946	5.61089	Stacey Madden	1.28804
4033	1.00000	8.01153	yes	111.20698	5.78435	90.99568	8.32831	7.31682	divoced	455-24-7844	9.05147	30.47219	7.94590	32.35561	6.57363	Brandon Cantu	1.92936
4034	1.00000	5.40320	no	42.40885	6.22306	41.54720	5.86968	6.40535	widowed	580-41-0467	5.23070	69.28958	7.23549	60.19827	8.04056	Brett Lee	0.67422
4035	1.00000	6.58681	Y	68.51436	5.28947	63.05947	5.40539	6.36430	married	195-30-2466	7.09227	60.76757	5.66305	35.04896	7.55613	Molly Carpenter	0.81641
4036	0.00000	7.62349	Y	-19.42531	5.65437	41.35129	8.54507	7.76349	single	232-33-2563	7.02375	56.06603	7.46065	38.96472	4.64578	Alex Smith	1.10466
4037	0.00000	9.17418	Y	89.81167	6.99611	92.98254	8.38704	6.40609	widowed	590-55-8167	8.65154	61.32790	7.09197	39.17260	6.16521	Jonathan Conley	3.41732
4038	1.00000	6.11074	Y	48.52135	6.61787	65.70012	5.51004	4.42550	divoced	761-56-6908	6.43978	37.37925	7.10330	65.66999	7.54301	Catherine Patterson	0.56893
4039	1.00000	9.61110	Y	144.04126	8.23699	71.70846	8.21514	6.13379	divoced	090-08-4622	6.82916	37.35135	6.73705	55.94470	5.46612	Michael Perry	5.58563
4040	1.00000	9.51168	Y	53.55370	4.73452	90.72556	9.17741	7.28891	separated	873-03-2680	7.55459	48.37230	8.06351	46.16584	6.56589	Monica Moon	4.98849
4041	1.00000	9.21653	Y	85.33451	7.41106	56.66009	7.71904	5.49993	married	137-65-1923	8.46287	57.49960	5.30556	40.19145	4.92890	Malik Peterson	3.83138
4042	1.00000	5.75841	Y	92.47820	7.29268	44.61469	5.69389	5.30058	separated	376-27-9047	8.60829	43.07192	6.17938	50.40222	8.01223	Ricardo Stark	0.44100
4043	1.00000	6.24042	Y	126.67987	6.10372	9.73373	5.86726	8.21348	married	011-41-2561	6.17375	77.46586	6.33917	77.12303	9.51902	Hector Bennett	0.59716
4044	0.00000	7.35122	Y	41.56115	7.15681	67.95078	7.67979	9.14782	divoced	165-75-6829	6.66694	56.98268	6.71632	33.03396	5.23237	Mary Sims	0.92447
4045	0.00000	6.82245	no	37.99960	8.46822	36.54332	8.39507	9.93162	single	038-56-4795	8.10650	61.47171	7.21613	68.04750	4.40928	Brandon Mcintyre	0.87351
4046	1.00000	4.81031	no	2.11296	6.59352	64.55494	5.75849	4.48547	widowed	211-74-6323	5.37465	51.53856	7.65998	51.60824	7.68864	Julie Flores	0.65116
4047	1.00000	7.86582	yes	64.45586	6.17942	13.62920	5.66389	1.67285	widowed	851-15-6328	5.94602	49.84784	6.89812	59.36383	2.55481	Carmen Smith	1.61145
4048	0.00000	7.39552	N	11.96402	7.95666	47.95143	7.89121	7.74550	married	018-09-0847	6.00323	72.87305	6.71035	83.80543	4.52542	Cynthia Smith	0.91748
4049	1.00000	6.73833	Y	13.06012	7.36471	8.60294	5.76697	5.18010	married	565-70-0369	8.46093	47.81371	4.02019	28.71988	9.38709	Sandy Carter	1.03565
4050	1.00000	6.18875	no	35.39704	6.08492	80.20463	8.12866	7.14169	married	148-56-9752	7.01433	41.15706	9.13998	51.97103	6.88998	Miguel Ward	0.68699
4051	1.00000	5.01891	Y	45.51383	7.48767	14.16502	5.99415	8.21623	married	477-68-8986	8.08131	55.22164	7.01749	59.39416	8.89334	Tammy Gonzales	0.67569
4052	1.00000	4.73514	no	67.45121	8.18822	9.90876	6.03610	8.46827	married	883-88-1473	6.36310	37.47720	6.97112	47.07600	9.60782	Hayley Mason	0.76571
4053	1.00000	5.46045	no	36.26837	7.57047	11.13835	5.91597	7.89681	divoced	457-95-6681	5.93206	40.12690	6.76683	44.88037	9.17722	Diana Rodriguez	0.32642
4054	0.00000	8.19075	no	105.14543	6.30799	50.70802	4.61434	4.61721	separated	828-83-4992	7.71175	55.36675		41.58342	4.84969	George Mckee	1.92154
4055	0.00000	8.48123	no	85.15769	8.29643	77.21527	6.24391	6.35039	married	721-90-2804	5.88566	13.24288	5.69717	47.92508	5.48677	Joshua Cole	1.85597
4056	0.00000	8.20488	no	44.87055	7.26671	54.59725	6.59935	6.91330	divoced	528-57-7572	5.82637	52.23136	6.77782	57.44121	4.80762	Cory Davis	1.56667
4057	0.00000	10.15556	no	61.76271	5.93287	27.60960	8.91343	7.70468	widowed	278-23-5187	6.73839	43.11458	7.01869	66.81472	8.53875	Ashley Carlson	9.25419
4058	0.00000	8.44955	no	29.30446	7.66705	57.59178	6.64837	7.17949	separated	428-19-2811	7.58227	51.45481	6.46831	50.65626	4.92447	Donna Dennis MD	2.26768
4059	1.00000	10.38728	no	92.67996	7.21911	22.13858	7.46225	4.71413	separated	561-23-8916	6.84192	61.91055	6.35896	53.55334	4.01164	Andrew Torres	11.50645
4060	0.00000	7.61918	yes	95.77758	7.41329	50.63998	5.08915	5.77879	widowed	676-68-1340	6.73374	66.78530	8.52808	54.16954	4.68183	Jennifer Daugherty	1.35688
4061	0.00000	8.34873	no	38.03910	7.93139	82.38699	7.35020	7.90962	married	164-53-1359	7.31450	51.52410	5.77132	76.20945	6.65990	Timothy Rodriguez	1.80635
4062	0.00000	7.46676	no	53.60115	6.76253	76.99735	6.31148	6.20837	single	551-04-0819	7.00057	59.62424	7.02389	34.43840	5.53168	Michelle Phillips	0.95978
4063	1.00000	6.46379	no	101.20439	5.95096	68.07444	6.83820	5.41383	divoced	816-25-1031	9.87721	63.78583	5.34056	43.41500	5.12123	Brian Mckenzie	0.72730
4064	1.00000	3.89673	no	71.10545	8.95526	91.13323	5.76964	5.99761	divoced	705-48-8517	5.98106	43.27695	5.78091	54.76442	6.41050	David Davis	0.48213
4065	1.00000	8.89199	no	37.49698	6.16800	76.81742	8.41551	5.59921	single	686-73-9331	6.53629	62.76155	4.58538	50.19468	5.70953	Lisa Burton	3.12167
4066	1.00000	5.97774	N	60.67417	4.37760	73.81961	5.55373	4.63761	separated	196-25-1079	6.63747	40.43343	6.87887	40.97039	7.26350	Michael Long	0.65644
4067	1.00000	7.11987	Y	54.95089	7.39291	12.28543	6.56353	2.31285	married	304-40-0786	8.36078	47.79766	6.95768	54.60239	3.57013	Connie Gamble	0.75345
4068	1.00000	9.29466	no	34.39279	6.08683	82.31005	8.57011	6.80704	separated	374-27-3014	9.48591	29.74006	6.99674	50.97837	6.32004	Christopher Washington	4.02706
4069	1.00000	6.63588	no	52.53953	8.38960	74.03907	5.68786	4.15458	married	140-49-4914	5.41981	41.61362	7.52883	59.54838	7.15340	David Bell	0.92344
4070	1.00000	6.71712	no	58.76133	7.73280	84.86457	8.69829	5.20961	married	830-18-9678	5.70649	46.54067	7.59249	38.30917	6.43847	Dennis Thomas	0.97844
4071	0.00000	8.31155	no	68.01861	7.10998	82.91619	7.11103	9.46128	nop	699-07-7140	5.96906	60.12589	6.21156	70.29947	6.96485	Shari Romero	1.97698
4072	1.00000	7.13896	Y	50.70338	6.89170	53.32941	5.47757	5.49124	nop	368-69-3843	8.70290	41.42987	6.08877	43.84257	7.68776	Kathy Williams	0.96829
4073	1.00000	2.62740	no	59.10512	7.10414	85.46289	5.69199	3.65701	single	112-54-0707	5.74095	65.67084	7.06248	55.77160	6.40231	David Hammond	0.49223
4074	1.00000	8.40855	yes	80.84401	7.88216	49.66297	8.14378	3.64529	nop	626-01-7330	6.83076	52.87338	6.48608	47.34252	4.80874	John Rodriguez	2.26844
4075	1.00000	8.55569	no	109.68863	8.76688	12.74140	5.49617	5.61432	divoced	168-89-2737	6.52954	42.42893	6.43421	57.10379	9.18923	Pamela Larson	2.33111
4076	1.00000	7.16212	no	116.58669	7.18506	11.19102	5.67438	5.91280	married	808-13-4122	6.57521	61.28675	7.81605	73.53484	9.51429	Henry Larson	0.66078
4077	1.00000	7.81607	no	35.29347	7.38658	12.72687	5.90648	7.19448	separated	231-83-5029	6.77959	56.50265	6.41803	40.36865	9.21973	Beth Saunders	1.41233
4078	1.00000	4.58787	Y	84.36195	7.99984	50.61265	5.87626	4.40083	divoced	189-91-2065	7.26703	75.06709	5.70869	49.75617	7.86207	Amy Cohen	0.49614
4079	0.00000	7.25179	no	123.36641	8.15112	22.03709	4.39685	5.49098	divoced	202-26-4374	6.35631	55.66712	6.66965	45.72995	4.10628	Chelsea King	1.18262
4080	0.00000	7.44704	yes	68.85204	7.10655	86.13539	3.69208	3.85891	married	512-25-5754	6.12162	55.65688	7.06779	59.57976	6.44503	David Kim	1.20909
4081	1.00000	8.26273	no	90.76768	6.84437	83.11589	8.14699	7.27332	widowed	525-17-4601	5.59190	74.94241	7.22412	38.83765	6.32262	Jessica Williams	1.50008
4082	1.00000	10.29630	Y	40.59214	5.79352	86.08030	8.72465	5.41234	married	704-59-1194	7.89750	71.18679	7.36172	69.29486	5.57603	Timothy Porter	10.46321
4083	1.00000	4.75315	yes	86.35277	7.35277	56.81535	5.88369	5.67743	nop	570-18-7866	5.84185	42.94547	8.97224	34.39415	7.82029	Johnny Hall	0.25524
4084	0.00000	9.69545	no	103.66138	7.58160	52.84822	8.31727	7.64990	married	242-69-3912	6.89010	47.26057	7.32196	47.20938	7.71965	Michael Davis	5.98870
4085	1.00000	7.12305	no	107.70296	8.34412	93.45736	8.07035	6.58185	single	667-70-8445	7.21868	69.99927	7.79977	43.72112	6.48954	Mario Perry	0.82099
4086	1.00000	8.57364	Y	85.37085	5.45298	28.78998	7.54055	2.86930	divoced	518-03-9362	8.40186	43.21405	6.53025	53.02138	4.03491	Cynthia Hardy	2.15265
4087	1.00000	6.36515	Y	58.28555	6.03074	17.60737	6.44127	2.31055	single	899-92-3927	8.68872	56.88522	7.50368	64.88148	3.54803	Trevor Jones MD	0.47287
4088	0.00000	8.83988	Y	55.02241	7.26577	92.07235	5.10272	5.00058	married	307-21-8741	6.99303	64.50914	7.50287	48.96959	6.00806	Wesley Aguilar	3.06628
4089	1.00000	9.52448	no	69.24899	7.25749	41.93643	7.77353	4.46349	divoced	258-93-9238	8.24508	62.60970	7.83253	37.30686	4.61692	Linda Donovan	5.00469
4090	1.00000	5.90067	no	57.32281	5.43723	32.56437	5.93181	6.50120	widowed	323-28-1128	6.24002	66.49729	8.12725	34.36029	8.55750	Nicole Cole	0.59518
4091	0.00000	6.07726	yes	16.93773	8.04992	9.89674	6.86366	9.39108	widowed	640-20-3057	8.56933	48.48106	5.83428	48.66440	3.71606	Monica Michael	0.65593
4092	0.00000	8.27687	no	121.41942	6.84143	80.36599	8.25663	8.05916	married	833-13-0041	7.03361	58.51000	8.63807	30.00034	5.84593	David Carroll	1.73885
